bigrams,count,percentage,pos
fall within,1,0.002,"adv,other"
his body,1,0.002,"other,noun"
work focused,1,0.002,"verb,verb"
on dancers,1,0.002,"other,noun"
dancers the,1,0.002,"noun,other"
colors contributes,1,0.002,"noun,noun"
atmospheric quality,1,0.002,"adj,noun"
matter would,1,0.002,"noun,other"
be expected,1,0.002,"verb,verb"
expected to,1,0.002,"verb,other"
life perhaps,1,0.002,"noun,adv"
perhaps during,1,0.002,"adv,other"
during a,1,0.002,"other,other"
a break,1,0.002,"other,noun"
break or,1,0.002,"noun,other"
or before,1,0.002,"other,other"
after performing,1,0.002,"other,verb"
performing providing,1,0.002,"verb,verb"
providing insight,1,0.002,"verb,adv"
insight into,1,0.002,"adv,other"
her world,1,0.002,"other,noun"
the environment,1,0.002,"other,noun"
environment of,1,0.002,"noun,other"
ballet troupe,1,0.002,"noun,verb"
in ironing,1,0.002,"other,verb"
ironing a,1,0.002,"verb,other"
s from,1,0.002,"noun,other"
color edgar,1,0.002,"noun,verb"
his skillful,1,0.002,"other,adj"
of line,1,0.002,"other,noun"
compositions which,1,0.002,"noun,other"
are evident,1,0.002,"verb,adj"
a courtyard,1,0.002,"other,adj"
courtyard the,1,0.002,"adj,other"
her activity,1,0.002,"other,noun"
activity she,1,0.002,"noun,other"
an ironing,1,0.002,"other,verb"
ironing board,1,0.002,"verb,noun"
it indicating,1,0.002,"other,verb"
the process,1,0.002,"other,noun"
process of,1,0.002,"noun,other"
of pressing,1,0.002,"other,verb"
pressing the,1,0.002,"verb,other"
fabric her,1,0.002,"adj,other"
simple surroundings,1,0.002,"noun,noun"
surroundings suggest,1,0.002,"noun,noun"
a modest,1,0.002,"other,adj"
modest lifestyle,1,0.002,"adj,noun"
lifestyle fitting,1,0.002,"noun,verb"
for many,1,0.002,"other,adj"
many subjects,1,0.002,"adj,noun"
subjects degas,1,0.002,"noun,noun"
degas chose,1,0.002,"noun,adj"
chose to,1,0.002,"adj,other"
portray the,1,0.002,"noun,other"
choice contributes,1,0.002,"noun,noun"
defined which,1,0.002,"adj,other"
task overall,1,0.002,"noun,adj"
overall woman,1,0.002,"adj,noun"
woman ironing,1,0.002,"noun,verb"
ironing captures,1,0.002,"verb,verb"
quiet everyday,1,0.002,"adj,adj"
everyday moment,1,0.002,"adj,noun"
that speaks,1,0.002,"other,noun"
speaks volumes,1,0.002,"noun,noun"
volumes about,1,0.002,"noun,other"
in degas,1,0.002,"other,noun"
degas time,1,0.002,"noun,noun"
time it,1,0.002,"noun,other"
style showcasing,1,0.002,"noun,verb"
his depiction,1,0.002,"other,noun"
life rendered,1,0.002,"noun,verb"
titled woman,1,0.002,"verb,noun"
woman having,1,0.002,"noun,verb"
having her,1,0.002,"verb,other"
hair combed,1,0.002,"adj,adj"
combed by,1,0.002,"adj,other"
degas which,1,0.002,"noun,other"
of personal,1,0.002,"other,adj"
personal grooming,1,0.002,"adj,verb"
grooming or,1,0.002,"verb,other"
or preparation,1,0.002,"other,noun"
preparation in,1,0.002,"noun,other"
women engaged,1,0.002,"noun,verb"
this activity,1,0.002,"other,noun"
activity one,1,0.002,"noun,other"
seated her,1,0.002,"verb,other"
her combing,1,0.002,"other,verb"
combing through,1,0.002,"verb,other"
hair with,1,0.002,"adj,other"
be attention,1,0.002,"verb,noun"
attention and,1,0.002,"noun,other"
care the,1,0.002,"noun,other"
is intimate,1,0.002,"verb,verb"
intimate likely,1,0.002,"verb,adj"
likely within,1,0.002,"adj,other"
a private,1,0.002,"other,adj"
private space,1,0.002,"adj,noun"
space such,1,0.002,"noun,adj"
dressing area,1,0.002,"verb,noun"
area indicated,1,0.002,"noun,verb"
the personal,1,0.002,"other,adj"
personal items,1,0.002,"adj,noun"
items scattered,1,0.002,"noun,verb"
is gentle,1,0.002,"verb,adj"
serene portraying,1,0.002,"adj,verb"
portraying a,1,0.002,"verb,other"
a candid,1,0.002,"other,noun"
candid moment,1,0.002,"noun,noun"
a composition,1,0.002,"other,noun"
composition that,1,0.002,"noun,other"
that uses,1,0.002,"other,noun"
uses a,1,0.002,"noun,other"
to arrange,1,0.002,"other,noun"
arrange geometric,1,0.002,"noun,adj"
the intersection,1,0.002,"other,noun"
intersection where,1,0.002,"noun,other"
where two,1,0.002,"other,other"
two lines,1,0.002,"other,noun"
lines cross,1,0.002,"noun,noun"
cross which,1,0.002,"noun,other"
harmony within,1,0.002,"noun,other"
of gray,1,0.002,"other,adj"
gray and,1,0.002,"adj,other"
light brown,1,0.002,"adj,noun"
brown with,1,0.002,"noun,other"
with accents,1,0.002,"other,noun"
accents of,1,0.002,"noun,other"
the form,1,0.002,"other,noun"
squares these,1,0.002,"noun,other"
these blocks,1,0.002,"other,noun"
are placed,1,0.002,"verb,verb"
larger grid,1,0.002,"adj,adj"
that spans,1,0.002,"other,noun"
canvas creating,1,0.002,"noun,verb"
a rhythmic,1,0.002,"other,verb"
rhythmic pattern,1,0.002,"verb,adj"
style aligns,1,0.002,"noun,noun"
with neoplasticism,1,0.002,"other,noun"
a reductionist,1,0.002,"other,adj"
reductionist approach,1,0.002,"adj,noun"
on simple,1,0.002,"other,noun"
range piet,1,0.002,"verb,adj"
piet mondrian,1,0.002,"adj,adj"
vertical and,1,0.002,"adj,other"
and horizontal,1,0.002,"other,adj"
horizontal lines,1,0.002,"adj,noun"
the division,1,0.002,"other,noun"
space into,1,0.002,"noun,other"
into rectilinear,1,0.002,"other,adj"
rectilinear forms,1,0.002,"adj,noun"
structure composed,1,0.002,"noun,verb"
squares in,1,0.002,"noun,other"
yellow black,1,0.002,"adj,adj"
black white,1,0.002,"adj,adj"
and pink,1,0.002,"other,adj"
pink the,1,0.002,"adj,other"
grid is,1,0.002,"adj,verb"
set within,1,0.002,"noun,other"
larger rectangle,1,0.002,"adj,adj"
rectangle with,1,0.002,"adj,other"
a border,1,0.002,"other,noun"
border that,1,0.002,"noun,other"
includes colored,1,0.002,"verb,adj"
colored areas,1,0.002,"adj,noun"
areas in,1,0.002,"noun,other"
some places,1,0.002,"other,noun"
distinctly neoplasticism,1,0.002,"adv,noun"
neoplasticism characterized,1,0.002,"noun,verb"
simplicity use,1,0.002,"noun,verb"
of non,1,0.002,"other,adj"
non representational,1,0.002,"adj,adj"
representational forms,1,0.002,"adj,noun"
or scene,1,0.002,"other,noun"
realistic depiction,1,0.002,"adj,noun"
clean geometric,1,0.002,"verb,adj"
geometric look,1,0.002,"adj,noun"
reflects mondrian,1,0.002,"verb,adj"
to reducing,1,0.002,"other,verb"
reducing visual,1,0.002,"verb,adj"
visual elements,1,0.002,"adj,noun"
most basic,1,0.002,"adv,adj"
basic form,1,0.002,"adj,noun"
a rectangular,1,0.002,"other,adj"
rectangular canvas,1,0.002,"adj,noun"
canvas divided,1,0.002,"noun,verb"
pattern consisting,1,0.002,"adj,verb"
consisting of,1,0.002,"verb,other"
and rectangles,1,0.002,"other,noun"
rectangles the,1,0.002,"noun,other"
predominantly yellow,1,0.002,"adv,adj"
blue red,1,0.002,"noun,adj"
gray arranged,1,0.002,"adj,verb"
symmetrical manner,1,0.002,"adj,adj"
manner across,1,0.002,"adj,other"
grid s,1,0.002,"adj,noun"
s horizontal,1,0.002,"noun,adj"
horizontal and,1,0.002,"adj,other"
and vertical,1,0.002,"other,adj"
vertical axes,1,0.002,"adj,noun"
axes the,1,0.002,"noun,other"
of neoplasticism,1,0.002,"other,noun"
emphasizes abstraction,1,0.002,"verb,noun"
abstraction simplicity,1,0.002,"noun,noun"
achieve a,1,0.002,"verb,other"
harmony the,1,0.002,"noun,other"
title composition,1,0.002,"noun,noun"
grid ix,1,0.002,"adj,adj"
ix suggests,1,0.002,"adj,verb"
series exploring,1,0.002,"noun,verb"
exploring similar,1,0.002,"verb,adj"
similar themes,1,0.002,"adj,noun"
themes and,1,0.002,"noun,other"
color schemes,1,0.002,"noun,noun"
schemes within,1,0.002,"noun,other"
grid format,1,0.002,"adj,noun"
figures dressed,1,0.002,"noun,verb"
as clowns,1,0.002,"other,verb"
clowns or,1,0.002,"verb,other"
or entertainers,1,0.002,"other,noun"
entertainers reminiscent,1,0.002,"noun,adj"
of acrobats,1,0.002,"other,noun"
acrobats and,1,0.002,"noun,other"
traditional circuses,1,0.002,"adj,noun"
circuses on,1,0.002,"noun,other"
side is,1,0.002,"verb,verb"
red clown,1,0.002,"adj,verb"
clown costume,1,0.002,"verb,noun"
white accents,1,0.002,"adj,noun"
accents including,1,0.002,"noun,verb"
big nose,1,0.002,"adj,verb"
nose exaggerated,1,0.002,"verb,adj"
exaggerated ears,1,0.002,"adj,verb"
ears and,1,0.002,"verb,other"
feather plume,1,0.002,"adv,adj"
plume this,1,0.002,"adj,other"
has one,1,0.002,"verb,other"
their hip,1,0.002,"other,noun"
other hanging,1,0.002,"adj,verb"
hanging straight,1,0.002,"verb,adj"
straight down,1,0.002,"adj,adv"
at their,1,0.002,"other,other"
their side,1,0.002,"other,verb"
side to,1,0.002,"verb,other"
harlequin dressed,1,0.002,"noun,verb"
a multicolored,1,0.002,"other,verb"
multicolored outfit,1,0.002,"verb,verb"
yellow green,1,0.002,"adj,adj"
blue patches,1,0.002,"noun,noun"
patches or,1,0.002,"noun,other"
or spots,1,0.002,"other,noun"
spots similar,1,0.002,"noun,adj"
a patchwork,1,0.002,"other,noun"
patchwork quilt,1,0.002,"noun,adj"
quilt the,1,0.002,"adj,other"
costume includes,1,0.002,"noun,verb"
includes white,1,0.002,"verb,adj"
white sleeves,1,0.002,"adj,noun"
the colored,1,0.002,"other,adj"
colored sections,1,0.002,"adj,noun"
outfit their,1,0.002,"verb,other"
have an,1,0.002,"verb,other"
or serious,1,0.002,"other,adj"
serious the,1,0.002,"adj,other"
sky at,1,0.002,"adj,other"
corner and,1,0.002,"noun,other"
or structure,1,0.002,"other,noun"
structure on,1,0.002,"noun,other"
a village,1,0.002,"other,verb"
or town,1,0.002,"other,noun"
town where,1,0.002,"noun,other"
where performances,1,0.002,"other,noun"
performances may,1,0.002,"noun,other"
may take,1,0.002,"other,verb"
take place,1,0.002,"verb,noun"
colors distinct,1,0.002,"noun,adj"
distinct outlines,1,0.002,"adj,verb"
movement suggested,1,0.002,"noun,verb"
the positioning,1,0.002,"other,verb"
positioning of,1,0.002,"verb,other"
figures pablo,1,0.002,"noun,adj"
distinctive handling,1,0.002,"adj,verb"
young person,1,0.002,"adj,noun"
person holding,1,0.002,"noun,verb"
boy or,1,0.002,"adj,other"
or girl,1,0.002,"other,noun"
girl based,1,0.002,"noun,verb"
their youthful,1,0.002,"other,adj"
youthful features,1,0.002,"adj,noun"
a scarf,1,0.002,"other,noun"
scarf or,1,0.002,"noun,other"
or shawl,1,0.002,"other,verb"
shawl draped,1,0.002,"verb,verb"
expressive brushwork,1,0.002,"adj,noun"
an unconventional,1,0.002,"other,adj"
unconventional manner,1,0.002,"adj,adj"
well defined,1,0.002,"adv,adj"
defined with,1,0.002,"adj,other"
with distinct,1,0.002,"other,adj"
distinct facial,1,0.002,"adj,adj"
as eyes,1,0.002,"other,noun"
eyes nose,1,0.002,"noun,verb"
and mouth,1,0.002,"other,adj"
mouth while,1,0.002,"adj,other"
the hands,1,0.002,"other,noun"
hands holding,1,0.002,"noun,verb"
also clearly,1,0.002,"adv,adv"
visible showing,1,0.002,"adj,verb"
showing detail,1,0.002,"verb,noun"
the fingers,1,0.002,"other,noun"
fingers and,1,0.002,"noun,other"
flowers themselves,1,0.002,"noun,other"
themselves the,1,0.002,"other,other"
painting depth,1,0.002,"verb,adj"
and vibrancy,1,0.002,"other,noun"
vibrancy in,1,0.002,"noun,other"
abstract suggestion,1,0.002,"adj,noun"
or plant,1,0.002,"other,noun"
imply an,1,0.002,"adj,other"
setting however,1,0.002,"verb,adv"
however due,1,0.002,"adv,adj"
the nature,1,0.002,"other,adj"
impressionism it,1,0.002,"noun,other"
while such,1,0.002,"other,adj"
such elements,1,0.002,"adj,noun"
are suggested,1,0.002,"verb,verb"
suggested in,1,0.002,"verb,other"
style they,1,0.002,"noun,other"
they often,1,0.002,"other,adv"
often take,1,0.002,"adv,verb"
more loose,1,0.002,"adv,adj"
and subjective,1,0.002,"other,adj"
subjective interpretation,1,0.002,"adj,noun"
interpretation overall,1,0.002,"noun,adj"
painting exudes,1,0.002,"verb,noun"
contemplation with,1,0.002,"noun,other"
subject gazing,1,0.002,"adj,verb"
gazing directly,1,0.002,"verb,adv"
depicted figure,1,0.002,"verb,noun"
observer of,1,0.002,"other,other"
stylized head,1,0.002,"verb,noun"
man rendered,1,0.002,"noun,verb"
abstracted manner,1,0.002,"verb,adj"
are simplified,1,0.002,"verb,adj"
yet expressive,1,0.002,"adv,adj"
expressive he,1,0.002,"adj,other"
a straight,1,0.002,"other,adj"
nose bridge,1,0.002,"verb,noun"
bridge full,1,0.002,"noun,adj"
lips and,1,0.002,"verb,other"
forehead with,1,0.002,"noun,other"
a pronounced,1,0.002,"other,verb"
pronounced hairline,1,0.002,"verb,noun"
hairline the,1,0.002,"noun,other"
to reds,1,0.002,"other,verb"
reds purples,1,0.002,"verb,verb"
purples and,1,0.002,"verb,other"
dramatic and,1,0.002,"adj,other"
sculptural effect,1,0.002,"adj,noun"
solid red,1,0.002,"adj,adj"
red that,1,0.002,"adj,other"
and head,1,0.002,"other,noun"
in cooler,1,0.002,"other,verb"
gray the,1,0.002,"adj,other"
dynamic application,1,0.002,"adj,noun"
strokes adding,1,0.002,"noun,verb"
of technique,1,0.002,"other,noun"
work during,1,0.002,"verb,other"
during certain,1,0.002,"other,adj"
certain periods,1,0.002,"adj,noun"
periods when,1,0.002,"noun,other"
was experimenting,1,0.002,"verb,verb"
experimenting with,1,0.002,"verb,other"
with forms,1,0.002,"other,noun"
that broke,1,0.002,"other,verb"
broke away,1,0.002,"verb,adv"
from naturalistic,1,0.002,"other,adj"
naturalistic representation,1,0.002,"adj,noun"
painting bears,1,0.002,"verb,verb"
corner along,1,0.002,"noun,other"
date 21,1,0.002,"noun,other"
21 fevr,1,0.002,"other,noun"
fevr 56,1,0.002,"noun,other"
56 indicating,1,0.002,"other,verb"
was completed,1,0.002,"verb,verb"
completed on,1,0.002,"verb,other"
on february,1,0.002,"other,adj"
february 21,1,0.002,"adj,other"
21 1956,1,0.002,"other,other"
1956 the,1,0.002,"other,other"
style are,1,0.002,"noun,verb"
to distill,1,0.002,"other,noun"
distill forms,1,0.002,"noun,noun"
into their,1,0.002,"other,other"
essential components,1,0.002,"adj,noun"
components while,1,0.002,"noun,other"
while conveying,1,0.002,"other,verb"
state or,1,0.002,"noun,other"
character of,1,0.002,"noun,other"
a jester,1,0.002,"other,noun"
jester or,1,0.002,"noun,other"
or clown,1,0.002,"other,verb"
clown seated,1,0.002,"verb,verb"
and leaning,1,0.002,"other,verb"
leaning forward,1,0.002,"verb,adv"
their thighs,1,0.002,"other,noun"
thighs the,1,0.002,"noun,other"
is drawn,1,0.002,"verb,noun"
style reminiscent,1,0.002,"noun,adj"
nouveau characterized,1,0.002,"noun,verb"
by flowing,1,0.002,"other,verb"
palette appears,1,0.002,"noun,verb"
clown s,1,0.002,"verb,noun"
costume rendered,1,0.002,"noun,verb"
of brown,1,0.002,"other,noun"
black while,1,0.002,"adj,other"
is mostly,1,0.002,"verb,adv"
mostly white,1,0.002,"adv,adj"
the jester,1,0.002,"other,noun"
jester s,1,0.002,"noun,noun"
face shows,1,0.002,"verb,verb"
shows pronounced,1,0.002,"verb,verb"
pronounced features,1,0.002,"verb,noun"
large nose,1,0.002,"adj,verb"
and eyes,1,0.002,"other,noun"
exaggerated for,1,0.002,"adj,other"
expressive effect,1,0.002,"adj,noun"
suggest motion,1,0.002,"noun,noun"
motion or,1,0.002,"noun,other"
or whimsy,1,0.002,"other,verb"
whimsy which,1,0.002,"verb,other"
nouveau motifs,1,0.002,"noun,noun"
motifs the,1,0.002,"noun,other"
be one,1,0.002,"verb,other"
playfulness accentuated,1,0.002,"noun,adj"
expression this,1,0.002,"noun,other"
picasso who,1,0.002,"noun,other"
his diverse,1,0.002,"other,verb"
diverse styles,1,0.002,"verb,noun"
styles and,1,0.002,"noun,other"
influence on,1,0.002,"noun,other"
on 20th,1,0.002,"other,other"
century art,1,0.002,"noun,noun"
while picasso,1,0.002,"other,noun"
picasso did,1,0.002,"noun,verb"
did create,1,0.002,"verb,noun"
wide range,1,0.002,"adj,verb"
works including,1,0.002,"verb,verb"
including those,1,0.002,"verb,other"
those with,1,0.002,"other,other"
nouveau elements,1,0.002,"noun,noun"
elements attributing,1,0.002,"noun,verb"
attributing this,1,0.002,"verb,other"
this specific,1,0.002,"other,adj"
specific image,1,0.002,"adj,noun"
to him,1,0.002,"other,other"
him without,1,0.002,"other,other"
or documentation,1,0.002,"other,noun"
documentation is,1,0.002,"noun,verb"
is speculative,1,0.002,"verb,adj"
speculative based,1,0.002,"adj,verb"
the provided,1,0.002,"other,verb"
provided details,1,0.002,"verb,noun"
historical appearance,1,0.002,"adj,noun"
appearance wearing,1,0.002,"noun,verb"
white headscarf,1,0.002,"adj,noun"
body she,1,0.002,"noun,other"
a loaf,1,0.002,"other,verb"
loaf of,1,0.002,"verb,other"
of bread,1,0.002,"other,noun"
bread on,1,0.002,"noun,other"
head perhaps,1,0.002,"noun,adv"
symbolizing the,1,0.002,"verb,other"
of carrying,1,0.002,"other,verb"
carrying food,1,0.002,"verb,noun"
food for,1,0.002,"noun,other"
for others,1,0.002,"other,noun"
others or,1,0.002,"noun,other"
or as,1,0.002,"other,other"
her daily,1,0.002,"other,adv"
daily chores,1,0.002,"adv,verb"
chores the,1,0.002,"verb,other"
quite plain,1,0.002,"adv,noun"
plain putting,1,0.002,"noun,verb"
putting the,1,0.002,"verb,other"
object she,1,0.002,"adj,other"
she carries,1,0.002,"other,verb"
artwork depicting,1,0.002,"noun,noun"
traditional catalan,1,0.002,"adj,noun"
catalan attire,1,0.002,"noun,noun"
waist up,1,0.002,"noun,other"
up and,1,0.002,"other,other"
a blouse,1,0.002,"other,other"
blouse with,1,0.002,"other,other"
headscarf wrapped,1,0.002,"noun,verb"
wrapped around,1,0.002,"verb,other"
small embellishment,1,0.002,"adj,adj"
embellishment at,1,0.002,"adj,other"
the front,1,0.002,"other,adj"
front her,1,0.002,"adj,other"
she looks,1,0.002,"other,noun"
looks away,1,0.002,"noun,adv"
away to,1,0.002,"adv,other"
side not,1,0.002,"verb,adv"
not directly,1,0.002,"adv,adv"
directly engaging,1,0.002,"adv,verb"
artwork can,1,0.002,"noun,other"
be identified,1,0.002,"verb,verb"
as naïve,1,0.002,"other,noun"
in technique,1,0.002,"other,noun"
technique use,1,0.002,"noun,verb"
often an,1,0.002,"adv,other"
an unpolished,1,0.002,"other,verb"
unpolished appearance,1,0.002,"verb,noun"
childlike or,1,0.002,"verb,other"
or folk,1,0.002,"other,verb"
art quality,1,0.002,"noun,noun"
the outlines,1,0.002,"other,verb"
shapes rather,1,0.002,"noun,adv"
is commonly,1,0.002,"verb,adv"
of pablo,1,0.002,"other,adj"
picasso during,1,0.002,"noun,other"
his early,1,0.002,"other,adj"
early years,1,0.002,"adj,noun"
years the,1,0.002,"noun,other"
includes soft,1,0.002,"verb,adj"
with no,1,0.002,"other,other"
no harsh,1,0.002,"other,noun"
harsh contrasts,1,0.002,"noun,noun"
contrasts giving,1,0.002,"noun,verb"
featuring just,1,0.002,"noun,adv"
just enough,1,0.002,"adv,adj"
enough detail,1,0.002,"adj,noun"
setting without,1,0.002,"verb,other"
detracting attention,1,0.002,"verb,noun"
attention from,1,0.002,"noun,other"
figure overall,1,0.002,"noun,adj"
of quietness,1,0.002,"other,noun"
quietness and,1,0.002,"noun,other"
introspection in,1,0.002,"noun,other"
a catalan,1,0.002,"other,noun"
catalan woman,1,0.002,"noun,noun"
woman rendered,1,0.002,"noun,verb"
emphasizes simplicity,1,0.002,"verb,noun"
over technical,1,0.002,"other,adj"
technical complexity,1,0.002,"adj,noun"
guitar depicted,1,0.002,"verb,verb"
multiple planes,1,0.002,"adj,noun"
planes and,1,0.002,"noun,other"
surfaces that,1,0.002,"noun,other"
that intersect,1,0.002,"other,adj"
intersect and,1,0.002,"adj,other"
and overlap,1,0.002,"other,verb"
overlap to,1,0.002,"verb,other"
principles where,1,0.002,"noun,other"
where objects,1,0.002,"other,noun"
are fragmented,1,0.002,"verb,verb"
fragmented into,1,0.002,"verb,other"
and then,1,0.002,"other,adv"
then reassembled,1,0.002,"adv,verb"
reassembled in,1,0.002,"verb,other"
a new,1,0.002,"other,adj"
new context,1,0.002,"adj,adj"
guitar such,1,0.002,"verb,adj"
body neck,1,0.002,"noun,noun"
and strings,1,0.002,"other,noun"
strings appear,1,0.002,"noun,verb"
appear fragmented,1,0.002,"verb,verb"
fragmented and,1,0.002,"verb,other"
and layered,1,0.002,"other,verb"
layered on,1,0.002,"verb,other"
of each,1,0.002,"other,other"
other creating,1,0.002,"adj,verb"
piece picasso,1,0.002,"noun,noun"
the overlapping,1,0.002,"other,verb"
overlapping planes,1,0.002,"verb,noun"
planes creates,1,0.002,"noun,noun"
a complex,1,0.002,"other,adj"
complex visual,1,0.002,"adj,adj"
experience where,1,0.002,"noun,other"
traditional form,1,0.002,"adj,noun"
is abstracted,1,0.002,"verb,verb"
abstracted into,1,0.002,"verb,other"
into angular,1,0.002,"other,adj"
flat surfaces,1,0.002,"adj,noun"
surfaces this,1,0.002,"noun,other"
was characteristic,1,0.002,"verb,adj"
the synthetic,1,0.002,"other,adj"
cubist movement,1,0.002,"noun,noun"
movement which,1,0.002,"noun,other"
which involved,1,0.002,"other,verb"
involved combining,1,0.002,"verb,verb"
combining elements,1,0.002,"verb,noun"
different sources,1,0.002,"adj,noun"
sources in,1,0.002,"noun,other"
create new,1,0.002,"noun,adj"
new forms,1,0.002,"adj,noun"
of expression,1,0.002,"other,noun"
titled violin,1,0.002,"verb,noun"
violin depicts,1,0.002,"noun,noun"
a violin,1,0.002,"other,noun"
violin and,1,0.002,"noun,other"
and bow,1,0.002,"other,noun"
bow in,1,0.002,"noun,other"
synthetic cubism,1,0.002,"adj,noun"
the angular,1,0.002,"other,adj"
angular shapes,1,0.002,"adj,noun"
and multiple,1,0.002,"other,adj"
multiple perspectives,1,0.002,"adj,verb"
perspectives the,1,0.002,"verb,other"
the violin,1,0.002,"other,noun"
violin is,1,0.002,"noun,verb"
is central,1,0.002,"verb,adj"
composition featuring,1,0.002,"noun,noun"
various geometric,1,0.002,"adj,adj"
suggest its,1,0.002,"noun,other"
its shape,1,0.002,"other,noun"
shape without,1,0.002,"noun,other"
without fully,1,0.002,"other,adv"
fully defining,1,0.002,"adv,verb"
defining it,1,0.002,"verb,other"
colors adds,1,0.002,"noun,verb"
adds vibrancy,1,0.002,"verb,noun"
vibrancy to,1,0.002,"noun,other"
also text,1,0.002,"adv,other"
in cubist,1,0.002,"other,noun"
works such,1,0.002,"verb,adj"
as sa,1,0.002,"other,noun"
sa near,1,0.002,"noun,other"
corner possibly,1,0.002,"noun,adv"
initials and,1,0.002,"noun,other"
there seems,1,0.002,"other,verb"
another word,1,0.002,"other,noun"
word or,1,0.002,"noun,other"
or phrase,1,0.002,"other,noun"
phrase at,1,0.002,"noun,other"
clear due,1,0.002,"adj,adj"
its size,1,0.002,"other,noun"
and orientation,1,0.002,"other,noun"
orientation within,1,0.002,"noun,other"
abstraction where,1,0.002,"noun,other"
viewer is,1,0.002,"noun,verb"
is encouraged,1,0.002,"verb,verb"
encouraged to,1,0.002,"verb,other"
matter beyond,1,0.002,"noun,other"
the literal,1,0.002,"other,adj"
literal representation,1,0.002,"adj,noun"
lithograph print,1,0.002,"verb,verb"
print titled,1,0.002,"verb,verb"
titled bathers,1,0.002,"verb,noun"
picasso rendered,1,0.002,"noun,verb"
depicts four,1,0.002,"noun,other"
four figures,1,0.002,"other,noun"
beach or,1,0.002,"noun,other"
and minimal,1,0.002,"other,adj"
shading giving,1,0.002,"verb,verb"
somewhat ethereal,1,0.002,"adv,noun"
quality they,1,0.002,"noun,other"
they appear,1,0.002,"other,verb"
activities one,1,0.002,"noun,other"
one is,1,0.002,"other,verb"
seated while,1,0.002,"verb,other"
lap another,1,0.002,"noun,other"
another is,1,0.002,"other,verb"
is reclined,1,0.002,"verb,verb"
reclined on,1,0.002,"verb,other"
if taking,1,0.002,"other,verb"
taking a,1,0.002,"verb,other"
a rest,1,0.002,"other,noun"
rest and,1,0.002,"noun,other"
two others,1,0.002,"other,noun"
are standing,1,0.002,"verb,verb"
standing one,1,0.002,"verb,other"
these seems,1,0.002,"other,verb"
up towards,1,0.002,"other,noun"
something above,1,0.002,"noun,other"
above while,1,0.002,"other,other"
turned away,1,0.002,"verb,adv"
us facing,1,0.002,"other,verb"
facing the,1,0.002,"verb,other"
other direction,1,0.002,"adj,noun"
scene has,1,0.002,"noun,verb"
emphasizes their,1,0.002,"verb,other"
their silhouettes,1,0.002,"other,verb"
silhouettes against,1,0.002,"verb,other"
against what,1,0.002,"other,other"
or ocean,1,0.002,"other,noun"
ocean in,1,0.002,"noun,other"
a drawing,1,0.002,"other,verb"
drawing in,1,0.002,"verb,other"
style attributed,1,0.002,"noun,verb"
picasso and,1,0.002,"noun,other"
titled seated,1,0.002,"verb,verb"
woman olga,1,0.002,"noun,adv"
olga it,1,0.002,"adv,other"
other she,1,0.002,"adj,other"
drawing emphasizes,1,0.002,"verb,verb"
precision and,1,0.002,"noun,other"
updo contributing,1,0.002,"adj,verb"
overall formal,1,0.002,"adj,adj"
formal and,1,0.002,"adj,other"
classical composition,1,0.002,"adj,noun"
traditional art,1,0.002,"adj,noun"
style painting,1,0.002,"noun,verb"
behind she,1,0.002,"other,other"
a ledge,1,0.002,"other,noun"
ledge or,1,0.002,"noun,other"
a draped,1,0.002,"other,verb"
draped garment,1,0.002,"verb,noun"
garment which,1,0.002,"noun,other"
falls over,1,0.002,"verb,other"
is bare,1,0.002,"verb,noun"
bare revealing,1,0.002,"noun,verb"
revealing her,1,0.002,"verb,other"
her full,1,0.002,"other,adj"
full figure,1,0.002,"adj,noun"
waist down,1,0.002,"noun,adv"
down the,1,0.002,"adv,other"
the neoclassicism,1,0.002,"other,noun"
neoclassicism style,1,0.002,"noun,noun"
lines sense,1,0.002,"noun,verb"
to historical,1,0.002,"other,adj"
mythological subjects,1,0.002,"adj,noun"
the technique,1,0.002,"other,noun"
piece includes,1,0.002,"noun,verb"
a smooth,1,0.002,"other,adj"
smooth application,1,0.002,"adj,noun"
muted enhancing,1,0.002,"verb,verb"
classical mood,1,0.002,"adj,noun"
title standing,1,0.002,"noun,verb"
standing nude,1,0.002,"verb,adj"
nude suggests,1,0.002,"adj,verb"
its aesthetic,1,0.002,"other,adj"
qualities which,1,0.002,"noun,other"
art history,1,0.002,"noun,noun"
history particularly,1,0.002,"noun,adv"
particularly during,1,0.002,"adv,other"
neoclassical period,1,0.002,"noun,noun"
period pablo,1,0.002,"noun,adj"
picasso being,1,0.002,"noun,verb"
artist associated,1,0.002,"noun,adj"
his versatility,1,0.002,"other,noun"
versatility and,1,0.002,"noun,other"
influence across,1,0.002,"noun,other"
different artistic,1,0.002,"adj,adj"
artistic movements,1,0.002,"adj,noun"
movements although,1,0.002,"noun,other"
although he,1,0.002,"other,other"
he s,1,0.002,"other,noun"
s more,1,0.002,"noun,adv"
more commonly,1,0.002,"adv,adv"
with cubism,1,0.002,"other,noun"
cubism he,1,0.002,"noun,other"
was also,1,0.002,"verb,adv"
also proficient,1,0.002,"adv,noun"
proficient in,1,0.002,"noun,other"
as seen,1,0.002,"other,verb"
titled two,1,0.002,"verb,other"
two nude,1,0.002,"other,adj"
nude women,1,0.002,"adj,noun"
of order,1,0.002,"other,noun"
order and,1,0.002,"noun,other"
symmetry there,1,0.002,"noun,other"
scene one,1,0.002,"noun,other"
