bigrams,count,percentage,pos
unmistakably high,1,0.0001,"adv,adj"
named johan,1,0.0001,"verb,noun"
wierts portrayed,1,0.0001,"noun,verb"
period typically,1,0.0001,"noun,adv"
with jacob,1,0.0001,"other,noun"
genre johan,1,0.0001,"verb,noun"
wierts is,1,0.0001,"noun,verb"
chair suggesting,1,0.0001,"verb,verb"
power he,1,0.0001,"noun,other"
the lacework,1,0.0001,"other,noun"
lacework is,1,0.0001,"noun,verb"
quite intricate,1,0.0001,"adv,adj"
intricate indicating,1,0.0001,"adj,verb"
could afford,1,0.0001,"other,noun"
afford luxurious,1,0.0001,"noun,adj"
signify some,1,0.0001,"adj,other"
rank in,1,0.0001,"verb,other"
document possibly,1,0.0001,"noun,adv"
a decree,1,0.0001,"other,adj"
decree the,1,0.0001,"adj,other"
well decorated,1,0.0001,"adv,verb"
decorated setting,1,0.0001,"verb,verb"
representation are,1,0.0001,"noun,verb"
technique characteristic,1,0.0001,"noun,adj"
art jordaens,1,0.0001,"adv,noun"
jordaens painting,1,0.0001,"noun,noun"
of johan,1,0.0001,"other,noun"
wierts but,1,0.0001,"noun,other"
hacienda named,1,0.0001,"verb,verb"
named buenavista,1,0.0001,"verb,adj"
buenavista in,1,0.0001,"adj,other"
ponce puerto,1,0.0001,"noun,verb"
rico the,1,0.0001,"verb,other"
be freshly,1,0.0001,"verb,adv"
freshly plowed,1,0.0001,"adv,verb"
plowed or,1,0.0001,"verb,other"
or cultivated,1,0.0001,"other,verb"
cultivated with,1,0.0001,"verb,other"
these fields,1,0.0001,"other,noun"
suggesting agricultural,1,0.0001,"verb,adj"
agricultural activity,1,0.0001,"adj,noun"
this road,1,0.0001,"other,noun"
bushes which,1,0.0001,"noun,other"
hacienda s,1,0.0001,"verb,noun"
s property,1,0.0001,"noun,noun"
property with,1,0.0001,"noun,other"
additional fields,1,0.0001,"adj,noun"
scattered structures,1,0.0001,"verb,noun"
the farmstead,1,0.0001,"other,noun"
timelessness which,1,0.0001,"noun,other"
in impressionistic,1,0.0001,"other,adj"
impressionistic landscapes,1,0.0001,"adj,verb"
landscapes it,1,0.0001,"verb,other"
it visual,1,0.0001,"other,adj"
visual interpretations,1,0.0001,"adj,noun"
artistic analysis,1,0.0001,"adj,noun"
student rendered,1,0.0001,"noun,verb"
was francisco,1,0.0001,"verb,noun"
oller the,1,0.0001,"other,other"
academic study,1,0.0001,"adj,noun"
student or,1,0.0001,"noun,other"
scholar dressed,1,0.0001,"adj,verb"
desk that,1,0.0001,"noun,other"
papers a,1,0.0001,"noun,other"
pulled out,1,0.0001,"verb,other"
just left,1,0.0001,"adv,verb"
left or,1,0.0001,"verb,other"
student the,1,0.0001,"noun,other"
desk adds,1,0.0001,"noun,verb"
decorative frame,1,0.0001,"adj,noun"
frame above,1,0.0001,"noun,other"
desk reflecting,1,0.0001,"noun,verb"
reflecting part,1,0.0001,"verb,noun"
figurine which,1,0.0001,"noun,other"
or artistry,1,0.0001,"other,noun"
room enhancing,1,0.0001,"noun,verb"
ambiance created,1,0.0001,"noun,verb"
subjects suggest,1,0.0001,"noun,verb"
about learning,1,0.0001,"other,verb"
learning academic,1,0.0001,"verb,adj"
academic pursuits,1,0.0001,"adj,noun"
intellectual setting,1,0.0001,"adj,verb"
cliff in,1,0.0001,"noun,other"
cliff their,1,0.0001,"noun,other"
rigging reaching,1,0.0001,"verb,verb"
boats bob,1,0.0001,"noun,noun"
bob on,1,0.0001,"noun,other"
choppy water,1,0.0001,"adj,noun"
s focal,1,0.0001,"noun,adj"
is undoubtedly,1,0.0001,"verb,adv"
undoubtedly the,1,0.0001,"adv,other"
shipyard itself,1,0.0001,"noun,other"
its sturdy,1,0.0001,"other,adj"
sturdy buildings,1,0.0001,"adj,noun"
stone their,1,0.0001,"noun,other"
their weathered,1,0.0001,"other,verb"
appearance speaks,1,0.0001,"noun,noun"
many seasons,1,0.0001,"adj,noun"
seasons of,1,0.0001,"noun,other"
of use,1,0.0001,"other,noun"
by splashes,1,0.0001,"other,noun"
sea creating,1,0.0001,"noun,verb"
apparent hustle,1,0.0001,"adj,verb"
shipyard the,1,0.0001,"noun,other"
in every,1,0.0001,"other,other"
era capturing,1,0.0001,"noun,verb"
circle filled,1,0.0001,"noun,verb"
red strokes,1,0.0001,"verb,noun"
form might,1,0.0001,"noun,other"
body given,1,0.0001,"noun,verb"
color surrounding,1,0.0001,"noun,verb"
celebrate movement,1,0.0001,"noun,noun"
green adds,1,0.0001,"adj,verb"
left it,1,0.0001,"verb,other"
ordinary depiction,1,0.0001,"adj,noun"
abstracted like,1,0.0001,"adj,other"
like everything,1,0.0001,"other,noun"
everything else,1,0.0001,"noun,adv"
image rendered,1,0.0001,"noun,verb"
it movement,1,0.0001,"other,noun"
word himmel,1,0.0001,"noun,adj"
himmel appears,1,0.0001,"adj,verb"
to sky,1,0.0001,"other,adj"
or heaven,1,0.0001,"other,adv"
heaven from,1,0.0001,"adv,other"
artist marsden,1,0.0001,"noun,adj"
hartley s,1,0.0001,"verb,noun"
right authenticating,1,0.0001,"noun,verb"
authenticating the,1,0.0001,"verb,other"
carnival it,1,0.0001,"noun,other"
colorful characters,1,0.0001,"adj,noun"
excitement the,1,0.0001,"noun,other"
both exaggerated,1,0.0001,"other,verb"
traditional carnival,1,0.0001,"adj,noun"
carnival attire,1,0.0001,"noun,noun"
mask possibly,1,0.0001,"adj,adv"
many carnival,1,0.0001,"adj,noun"
carnival traditions,1,0.0001,"noun,noun"
traditions around,1,0.0001,"noun,other"
world he,1,0.0001,"noun,other"
characters each,1,0.0001,"noun,other"
each unique,1,0.0001,"other,noun"
right contributing,1,0.0001,"noun,verb"
atmosphere some,1,0.0001,"adv,other"
elaborate headdresses,1,0.0001,"adj,noun"
headdresses or,1,0.0001,"noun,other"
masks adding,1,0.0001,"noun,verb"
the carnival,1,0.0001,"other,noun"
carnival theme,1,0.0001,"noun,noun"
atmosphere depicted,1,0.0001,"adv,verb"
painting encapsulates,1,0.0001,"noun,noun"
carnival celebration,1,0.0001,"noun,noun"
felix labisse,1,0.0001,"verb,noun"
labisse through,1,0.0001,"noun,other"
surrealist artistic,1,0.0001,"noun,adj"
sinking of,1,0.0001,"noun,other"
titanic a,1,0.0001,"adj,other"
panic and,1,0.0001,"noun,other"
desperation as,1,0.0001,"noun,other"
they struggle,1,0.0001,"other,noun"
struggle to,1,0.0001,"noun,other"
to stay,1,0.0001,"other,noun"
stay alive,1,0.0001,"noun,adj"
alive amidst,1,0.0001,"adj,noun"
are clinging,1,0.0001,"verb,verb"
clinging onto,1,0.0001,"verb,other"
onto lifebuoys,1,0.0001,"other,verb"
lifebuoys while,1,0.0001,"verb,other"
be flailing,1,0.0001,"verb,verb"
flailing about,1,0.0001,"verb,other"
about perhaps,1,0.0001,"other,adv"
to swim,1,0.0001,"other,verb"
swim or,1,0.0001,"verb,other"
composition bold,1,0.0001,"noun,adj"
of strong,1,0.0001,"other,adj"
dark waves,1,0.0001,"noun,noun"
distant ship,1,0.0001,"adj,noun"
ship further,1,0.0001,"noun,adv"
perilous situation,1,0.0001,"adj,noun"
situation at,1,0.0001,"noun,other"
expressionism for,1,0.0001,"noun,other"
depiction allows,1,0.0001,"noun,verb"
factual event,1,0.0001,"adj,noun"
who experienced,1,0.0001,"other,verb"
experienced it,1,0.0001,"verb,other"
as future,1,0.0001,"other,adj"
future generations,1,0.0001,"adj,noun"
generations who,1,0.0001,"noun,other"
who continue,1,0.0001,"other,verb"
be captivated,1,0.0001,"verb,verb"
titled suspended,1,0.0001,"verb,verb"
cube the,1,0.0001,"verb,other"
open cube,1,0.0001,"adj,verb"
cube or,1,0.0001,"verb,other"
cuboid structure,1,0.0001,"adj,noun"
with cutouts,1,0.0001,"other,noun"
or holes,1,0.0001,"other,noun"
holes creating,1,0.0001,"noun,verb"
indicating wear,1,0.0001,"verb,adj"
intentional effects,1,0.0001,"adj,noun"
work character,1,0.0001,"noun,noun"
suggest weathered,1,0.0001,"verb,verb"
weathered metal,1,0.0001,"verb,adj"
sculpture belongs,1,0.0001,"noun,noun"
imagery david,1,0.0001,"noun,adv"
smith who,1,0.0001,"verb,other"
expressionist sculptor,1,0.0001,"noun,noun"
his welded,1,0.0001,"other,verb"
welded metal,1,0.0001,"verb,adj"
often referenced,1,0.0001,"adv,verb"
referenced industrial,1,0.0001,"verb,adj"
industrial machinery,1,0.0001,"adj,noun"
cubist forms,1,0.0001,"verb,noun"
title suspended,1,0.0001,"noun,verb"
cube suggests,1,0.0001,"verb,verb"
conceptual aspect,1,0.0001,"adj,noun"
piece inviting,1,0.0001,"noun,verb"
meant by,1,0.0001,"noun,other"
by suspension,1,0.0001,"other,noun"
suspension in,1,0.0001,"noun,other"
titled flexible,1,0.0001,"verb,adj"
flexible it,1,0.0001,"adj,other"
exaggerated face,1,0.0001,"verb,noun"
wide mouth,1,0.0001,"adj,noun"
expressive look,1,0.0001,"adj,noun"
face being,1,0.0001,"noun,verb"
being mostly,1,0.0001,"verb,adv"
brushwork vivid,1,0.0001,"noun,adj"
often figurative,1,0.0001,"adv,adj"
or cardboard,1,0.0001,"other,noun"
panels attached,1,0.0001,"noun,verb"
is jean,1,0.0001,"verb,adj"
basquiat one,1,0.0001,"noun,other"
world his,1,0.0001,"noun,other"
feature social,1,0.0001,"noun,adj"
commentary blending,1,0.0001,"adj,verb"
rose and,1,0.0001,"verb,other"
boltraffio the,1,0.0001,"noun,other"
virgin cradling,1,0.0001,"verb,verb"
emphasizes realistic,1,0.0001,"verb,adj"
depth mary,1,0.0001,"noun,adj"
gentle as,1,0.0001,"adj,other"
garment emphasizing,1,0.0001,"noun,verb"
signify love,1,0.0001,"adj,verb"
sacrifice both,1,0.0001,"verb,other"
subtle suggestions,1,0.0001,"verb,noun"
suggestions of,1,0.0001,"noun,other"
setting providing,1,0.0001,"verb,verb"
jesus this,1,0.0001,"noun,other"
comtesse du,1,0.0001,"verb,noun"
du barry,1,0.0001,"noun,noun"
barry the,1,0.0001,"noun,other"
comtesse appears,1,0.0001,"verb,verb"
intimacy she,1,0.0001,"noun,other"
sleeves complemented,1,0.0001,"verb,verb"
tied in,1,0.0001,"adj,other"
comtesse with,1,0.0001,"verb,other"
with nuance,1,0.0001,"other,noun"
nuance the,1,0.0001,"noun,other"
filled this,1,0.0001,"verb,other"
laughter they,1,0.0001,"adv,other"
time their,1,0.0001,"noun,other"
are joyful,1,0.0001,"verb,adj"
joyful adding,1,0.0001,"adj,verb"
overall festive,1,0.0001,"adj,adj"
window floods,1,0.0001,"adj,noun"
floods the,1,0.0001,"noun,other"
light highlighting,1,0.0001,"adj,verb"
captivating snapshot,1,0.0001,"verb,adj"
renaissance filled,1,0.0001,"noun,verb"
her clenched,1,0.0001,"other,verb"
clenched teeth,1,0.0001,"verb,adj"
teeth and,1,0.0001,"adj,other"
and furrowed,1,0.0001,"other,verb"
brow the,1,0.0001,"noun,other"
by waves,1,0.0001,"other,noun"
turmoil a,1,0.0001,"noun,other"
bubble emerges,1,0.0001,"adj,noun"
emerges from,1,0.0001,"noun,other"
mouth containing,1,0.0001,"noun,verb"
containing the,1,0.0001,"verb,other"
text i,1,0.0001,"noun,adj"
i don,1,0.0001,"adj,noun"
t care,1,0.0001,"noun,noun"
care i,1,0.0001,"noun,adj"
i d,1,0.0001,"adj,noun"
d rather,1,0.0001,"noun,adv"
rather sink,1,0.0001,"adv,verb"
sink this,1,0.0001,"verb,other"
phrase combined,1,0.0001,"verb,verb"
features adds,1,0.0001,"noun,verb"
defiance in,1,0.0001,"noun,other"
of adversity,1,0.0001,"other,noun"
bubbles is,1,0.0001,"noun,verb"
strips further,1,0.0001,"noun,adv"
detailed piece,1,0.0001,"verb,noun"
form consisting,1,0.0001,"noun,verb"
blue this,1,0.0001,"adj,other"
face drawn,1,0.0001,"noun,noun"
mouth represented,1,0.0001,"noun,verb"
explosion there,1,0.0001,"noun,adv"
green shapes,1,0.0001,"adj,noun"
plant a,1,0.0001,"noun,other"
broken puzzle,1,0.0001,"verb,noun"
puzzle piece,1,0.0001,"noun,noun"
the identi,1,0.0001,"other,noun"
identi kit,1,0.0001,"noun,noun"
kit man,1,0.0001,"noun,noun"
assembly or,1,0.0001,"noun,other"
a creation,1,0.0001,"other,noun"
sorts possibly,1,0.0001,"noun,adv"
identity formation,1,0.0001,"noun,noun"
personal construction,1,0.0001,"adj,noun"
construction using,1,0.0001,"noun,verb"
using various,1,0.0001,"verb,adj"
the vigilance,1,0.0001,"other,noun"
vigilance or,1,0.0001,"noun,other"
or la,1,0.0001,"other,verb"
la force,1,0.0001,"verb,noun"
force sculpture,1,0.0001,"noun,noun"
sculpture not,1,0.0001,"noun,adv"
clear often,1,0.0001,"adj,adv"
dramatic representations,1,0.0001,"adj,noun"
hip a,1,0.0001,"noun,other"
sculpture looks,1,0.0001,"noun,noun"
be bronze,1,0.0001,"verb,noun"
muscles indicating,1,0.0001,"noun,verb"
streaming onto,1,0.0001,"verb,other"
to sought,1,0.0001,"other,verb"
it flourished,1,0.0001,"other,verb"
centuries as,1,0.0001,"noun,other"
against baroque,1,0.0001,"other,noun"
baroque and,1,0.0001,"noun,other"
and rococo,1,0.0001,"other,noun"
rococo fashions,1,0.0001,"noun,noun"
fashions arno,1,0.0001,"noun,adj"
breker although,1,0.0001,"noun,other"
although not,1,0.0001,"other,adv"
original creator,1,0.0001,"adj,noun"
sculpture shown,1,0.0001,"noun,verb"
a prolific,1,0.0001,"other,noun"
prolific german,1,0.0001,"noun,adj"
creating large,1,0.0001,"verb,adj"
scale figures,1,0.0001,"noun,noun"
that exuded,1,0.0001,"other,verb"
exuded strength,1,0.0001,"verb,noun"
dynamism similar,1,0.0001,"verb,adj"
heavy texture,1,0.0001,"adj,noun"
titled baumlandschaft,1,0.0001,"verb,noun"
baumlandschaft by,1,0.0001,"noun,other"
richard oelze,1,0.0001,"verb,noun"
oelze displays,1,0.0001,"noun,noun"
portrayed without,1,0.0001,"verb,other"
without their,1,0.0001,"other,other"
typical lush,1,0.0001,"adj,noun"
instead with,1,0.0001,"adv,other"
human limbs,1,0.0001,"adj,noun"
limbs reaching,1,0.0001,"noun,verb"
being humanoid,1,0.0001,"verb,adj"
arm like,1,0.0001,"noun,other"
like protrusions,1,0.0001,"other,noun"
protrusions dominate,1,0.0001,"noun,verb"
chaotic sky,1,0.0001,"adj,adj"
possibly otherworldly,1,0.0001,"adv,adv"
turmoil or,1,0.0001,"noun,other"
perhaps fantasy,1,0.0001,"adv,noun"
resemble rocks,1,0.0001,"adj,noun"
debris are,1,0.0001,"adj,verb"
the barrenness,1,0.0001,"other,noun"
barrenness of,1,0.0001,"noun,other"
small faint,1,0.0001,"adj,noun"
faint light,1,0.0001,"noun,adj"
source or,1,0.0001,"noun,other"
some hope,1,0.0001,"other,noun"
the gloom,1,0.0001,"other,verb"
gloom the,1,0.0001,"verb,other"
of possible,1,0.0001,"other,adj"
possible narratives,1,0.0001,"adj,noun"
red circular,1,0.0001,"verb,adj"
even solid,1,0.0001,"adv,adj"
title 586,1,0.0001,"noun,other"
69 gerundetes,1,0.0001,"other,noun"
rot indicates,1,0.0001,"noun,verb"
about rupprecht,1,0.0001,"other,noun"
s artworks,1,0.0001,"noun,noun"
number 586,1,0.0001,"noun,other"
69 or,1,0.0001,"other,other"
term gerundetes,1,0.0001,"noun,noun"
rot in,1,0.0001,"noun,other"
intermingled in,1,0.0001,"adj,other"
motifs perhaps,1,0.0001,"noun,adv"
perhaps resembling,1,0.0001,"adv,verb"
resembling floral,1,0.0001,"verb,verb"
flora on,1,0.0001,"adj,other"
on sand,1,0.0001,"other,noun"
sand however,1,0.0001,"noun,adv"
complexity since,1,0.0001,"noun,other"
no way,1,0.0001,"other,noun"
quality but,1,0.0001,"noun,other"
but typically,1,0.0001,"other,adv"
paintings like,1,0.0001,"noun,other"
use paint,1,0.0001,"noun,noun"
through diversity,1,0.0001,"other,noun"
diversity with,1,0.0001,"noun,other"
larger visual,1,0.0001,"adj,adj"
title accurately,1,0.0001,"noun,adv"
drawn against,1,0.0001,"noun,other"
line appears,1,0.0001,"noun,verb"
flow it,1,0.0001,"adj,other"
yoshihara is,1,0.0001,"adj,verb"
movements in,1,0.0001,"noun,other"
artwork exemplifies,1,0.0001,"noun,noun"
exemplifies that,1,0.0001,"noun,other"
titled demon,1,0.0001,"verb,adj"
demon in,1,0.0001,"adj,other"
brands has,1,0.0001,"noun,verb"
used expressive,1,0.0001,"verb,adj"
demonic character,1,0.0001,"adj,noun"
large horns,1,0.0001,"adj,noun"
other demons,1,0.0001,"adj,noun"
creatures rendered,1,0.0001,"verb,verb"
similar gestural,1,0.0001,"adj,adj"
supernatural however,1,0.0001,"adj,adv"
s menacing,1,0.0001,"noun,verb"
menacing presence,1,0.0001,"verb,noun"
signature eugene,1,0.0001,"noun,verb"
brands is,1,0.0001,"noun,verb"
s attribution,1,0.0001,"noun,noun"
is bertalan,1,0.0001,"verb,noun"
por the,1,0.0001,"adj,other"
family are,1,0.0001,"noun,verb"
gathered together,1,0.0001,"adj,adv"
perspective within,1,0.0001,"adj,other"
complexity showcasing,1,0.0001,"noun,verb"
also evoking,1,0.0001,"adv,verb"
komposition chartem,1,0.0001,"noun,noun"
chartem it,1,0.0001,"noun,other"
dots splatters,1,0.0001,"noun,noun"
and specks,1,0.0001,"other,noun"
specks of,1,0.0001,"noun,other"
dense almost,1,0.0001,"verb,adv"
almost pointillist,1,0.0001,"adv,noun"
pointillist texture,1,0.0001,"noun,noun"
altdorfer the,1,0.0001,"noun,other"
guards in,1,0.0001,"noun,other"
armor surrounding,1,0.0001,"noun,verb"
possibly jesus,1,0.0001,"adv,noun"
christ given,1,0.0001,"noun,verb"
being arrested,1,0.0001,"verb,verb"
arrested or,1,0.0001,"verb,other"
taken into,1,0.0001,"verb,other"
into custody,1,0.0001,"other,noun"
custody as,1,0.0001,"noun,other"
outdoors at,1,0.0001,"noun,other"
a moonlit,1,0.0001,"other,adj"
as torches,1,0.0001,"other,noun"
torches held,1,0.0001,"noun,verb"
armor reinforcing,1,0.0001,"noun,verb"
the soldierly,1,0.0001,"other,adj"
soldierly theme,1,0.0001,"adj,noun"
theme some,1,0.0001,"noun,other"
crowd are,1,0.0001,"noun,verb"
spears contributing,1,0.0001,"noun,verb"
to resolve,1,0.0001,"other,adj"
resolve the,1,0.0001,"adj,other"
realistic attention,1,0.0001,"adj,noun"
emotive scene,1,0.0001,"adj,noun"
seated amidst,1,0.0001,"verb,noun"
amidst tropical,1,0.0001,"noun,adj"
fruits she,1,0.0001,"noun,other"
examining the,1,0.0001,"verb,other"
fruit before,1,0.0001,"noun,other"
or summery,1,0.0001,"other,verb"
summery attire,1,0.0001,"verb,noun"
various tropical,1,0.0001,"adj,adj"
fruits prominently,1,0.0001,"noun,adv"
prominently featuring,1,0.0001,"adv,verb"
featuring bananas,1,0.0001,"verb,noun"
be avocados,1,0.0001,"verb,verb"
avocados or,1,0.0001,"verb,other"
the tropics,1,0.0001,"other,noun"
tropics with,1,0.0001,"noun,other"
yellows from,1,0.0001,"noun,other"
the bananas,1,0.0001,"other,noun"
bananas the,1,0.0001,"noun,other"
tropical atmosphere,1,0.0001,"adj,adv"
impressionism anita,1,0.0001,"noun,adv"
anita malfatti,1,0.0001,"adv,noun"
malfatti s,1,0.0001,"noun,noun"
subjects her,1,0.0001,"noun,other"
feature scenes,1,0.0001,"noun,noun"
titled flight,1,0.0001,"verb,noun"
york at,1,0.0001,"noun,other"
in typical,1,0.0001,"other,adj"
typical fashion,1,0.0001,"adj,noun"
fashion instead,1,0.0001,"noun,adv"
independently the,1,0.0001,"adv,other"
body looking,1,0.0001,"noun,verb"
cityscape depicted,1,0.0001,"noun,verb"
floating basketball,1,0.0001,"verb,noun"
basketball near,1,0.0001,"noun,other"
resembling new,1,0.0001,"verb,adj"
york skyscrapers,1,0.0001,"noun,noun"
skyscrapers at,1,0.0001,"noun,other"
of shorts,1,0.0001,"other,noun"
a sock,1,0.0001,"other,noun"
sock on,1,0.0001,"noun,other"
small portion,1,0.0001,"adj,noun"
city can,1,0.0001,"noun,other"
of twilight,1,0.0001,"other,noun"
twilight over,1,0.0001,"noun,other"
of captain,1,0.0001,"other,noun"
peter heywood,1,0.0001,"noun,noun"
heywood rendered,1,0.0001,"noun,verb"
subject dressed,1,0.0001,"adj,verb"
in naval,1,0.0001,"other,adj"
naval attire,1,0.0001,"adj,noun"
high standing,1,0.0001,"adj,verb"
standing collar,1,0.0001,"verb,adj"
centrally against,1,0.0001,"adj,other"
body along,1,0.0001,"noun,other"
pose suggest,1,0.0001,"verb,verb"
appears solemn,1,0.0001,"verb,noun"
overall seriousness,1,0.0001,"adj,noun"
seriousness of,1,0.0001,"noun,other"
provincetown this,1,0.0001,"other,other"
corbett the,1,0.0001,"adj,other"
white being,1,0.0001,"adj,verb"
uses large,1,0.0001,"noun,adj"
large gestural,1,0.0001,"adj,adj"
title white,1,0.0001,"noun,adj"
provincetown may,1,0.0001,"other,other"
location possibly,1,0.0001,"verb,adv"
experiences in,1,0.0001,"noun,other"
in provincetown,1,0.0001,"other,other"
provincetown although,1,0.0001,"other,other"
although abstract,1,0.0001,"other,adj"
another often,1,0.0001,"other,adv"
or swirl,1,0.0001,"other,adj"
places indicating,1,0.0001,"noun,verb"
layering process,1,0.0001,"verb,adj"
process where,1,0.0001,"adj,other"
multiple coats,1,0.0001,"noun,noun"
heavy strokes,1,0.0001,"adj,noun"
neatly bordered,1,0.0001,"adv,verb"
bordered but,1,0.0001,"verb,other"
slightly splattered,1,0.0001,"adv,verb"
spills that,1,0.0001,"noun,other"
continue beyond,1,0.0001,"verb,other"
music with,1,0.0001,"noun,other"
francis using,1,0.0001,"noun,verb"
his mediums,1,0.0001,"other,noun"
mediums to,1,0.0001,"noun,other"
yet free,1,0.0001,"adv,adj"
free spirited,1,0.0001,"adj,verb"
spirited composition,1,0.0001,"verb,noun"
on evoking,1,0.0001,"other,verb"
inner response,1,0.0001,"noun,noun"
depicting literal,1,0.0001,"verb,adj"
literal forms,1,0.0001,"adj,noun"
corner rendered,1,0.0001,"noun,verb"
a lamppost,1,0.0001,"other,adj"
lamppost and,1,0.0001,"adj,other"
sandwich the,1,0.0001,"adj,other"
scene notably,1,0.0001,"noun,adv"
perhaps magic,1,0.0001,"adv,noun"
realism elements,1,0.0001,"noun,noun"
observing them,1,0.0001,"verb,other"
the gallants,1,0.0001,"other,noun"
gallants suggests,1,0.0001,"noun,verb"
courtly behavior,1,0.0001,"adv,adj"
behavior hinting,1,0.0001,"adj,verb"
visible scene,1,0.0001,"adj,noun"
family consisting,1,0.0001,"noun,verb"
man a,1,0.0001,"noun,other"
children riding,1,0.0001,"noun,verb"
be fleeing,1,0.0001,"verb,verb"
or wilderness,1,0.0001,"other,noun"
wilderness area,1,0.0001,"noun,noun"
horses heads,1,0.0001,"noun,noun"
heads to,1,0.0001,"noun,other"
includes period,1,0.0001,"verb,noun"
specific attire,1,0.0001,"adj,noun"
to america,1,0.0001,"other,adj"
figures hinting,1,0.0001,"noun,verb"
swift ride,1,0.0001,"noun,noun"
misty quality,1,0.0001,"noun,noun"
quality contributing,1,0.0001,"noun,verb"
perhaps danger,1,0.0001,"adv,noun"
group as,1,0.0001,"noun,other"
they travel,1,0.0001,"other,noun"
ride for,1,0.0001,"noun,other"
the fugitive,1,0.0001,"other,adj"
slaves provides,1,0.0001,"noun,verb"
of fugitive,1,0.0001,"other,adj"
slaves seeking,1,0.0001,"noun,verb"
seeking freedom,1,0.0001,"verb,noun"
freedom this,1,0.0001,"noun,other"
from slavery,1,0.0001,"other,noun"
dangers faced,1,0.0001,"noun,verb"
who attempted,1,0.0001,"other,verb"
attempted to,1,0.0001,"verb,other"
gain their,1,0.0001,"noun,other"
their freedom,1,0.0001,"other,noun"
such actions,1,0.0001,"adj,noun"
actions were,1,0.0001,"noun,verb"
were illegal,1,0.0001,"verb,adj"
illegal and,1,0.0001,"adj,other"
often pursued,1,0.0001,"adv,verb"
by slave,1,0.0001,"other,verb"
slave catchers,1,0.0001,"verb,noun"
catchers the,1,0.0001,"noun,other"
depict this,1,0.0001,"noun,other"
style underscores,1,0.0001,"noun,noun"
situation being,1,0.0001,"noun,verb"
church within,1,0.0001,"noun,other"
cityscape rendered,1,0.0001,"noun,verb"
gestural response,1,0.0001,"adj,noun"
piece warm,1,0.0001,"noun,adj"
dominate with,1,0.0001,"verb,other"
the naples,1,0.0001,"other,noun"
naples church,1,0.0001,"noun,noun"
church mentioned,1,0.0001,"noun,verb"
mentioned standing,1,0.0001,"verb,verb"
or spire,1,0.0001,"other,noun"
spire at,1,0.0001,"noun,other"
suggesting urban,1,0.0001,"verb,adj"
a strict,1,0.0001,"other,adj"
donors as,1,0.0001,"noun,other"
title inscribed,1,0.0001,"noun,adj"
mother holding,1,0.0001,"noun,verb"
baby that,1,0.0001,"adj,other"
majestic dressed,1,0.0001,"adj,verb"
fabrics adorned,1,0.0001,"noun,verb"
innocent child,1,0.0001,"noun,noun"
clothing signifying,1,0.0001,"verb,verb"
nature flanking,1,0.0001,"noun,verb"
donors likely,1,0.0001,"noun,adj"
likely commissioning,1,0.0001,"adj,verb"
commissioning patrons,1,0.0001,"verb,noun"
patrons of,1,0.0001,"noun,other"
scale than,1,0.0001,"noun,other"
than mary,1,0.0001,"other,adj"
mary emphasizing,1,0.0001,"adj,verb"
their supplicant,1,0.0001,"other,adj"
supplicant role,1,0.0001,"adj,noun"
sumptuous attire,1,0.0001,"adj,noun"
or belt,1,0.0001,"other,noun"
belt adorned,1,0.0001,"noun,verb"
too looks,1,0.0001,"adv,noun"
looks outwards,1,0.0001,"noun,noun"
outwards engaging,1,0.0001,"noun,verb"
posture both,1,0.0001,"verb,other"
both donors,1,0.0001,"other,noun"
donors are,1,0.0001,"noun,verb"
expressions body,1,0.0001,"noun,noun"
identities and,1,0.0001,"noun,other"
from mary,1,0.0001,"other,adj"
child creating,1,0.0001,"noun,verb"
transcendence there,1,0.0001,"noun,adv"
divine subjects,1,0.0001,"adj,noun"
subjects over,1,0.0001,"noun,other"
any earthly,1,0.0001,"other,adv"
earthly distractions,1,0.0001,"adv,noun"
care this,1,0.0001,"noun,other"
forms light,1,0.0001,"noun,adj"
elements reflects,1,0.0001,"noun,verb"
of morpheus,1,0.0001,"other,adj"
and iris,1,0.0001,"other,adj"
iris executed,1,0.0001,"adj,verb"
with morpheus,1,0.0001,"other,adj"
morpheus the,1,0.0001,"adj,other"
dreams lying,1,0.0001,"noun,verb"
rich purple,1,0.0001,"adj,noun"
purple drapery,1,0.0001,"noun,noun"
drapery he,1,0.0001,"noun,other"
repose his,1,0.0001,"adj,other"
just descended,1,0.0001,"adv,verb"
descended from,1,0.0001,"verb,other"
heavens above,1,0.0001,"noun,other"
floats iris,1,0.0001,"verb,adj"
iris the,1,0.0001,"adj,other"
messenger goddess,1,0.0001,"noun,noun"
goddess she,1,0.0001,"noun,other"
cloud of,1,0.0001,"adj,other"
white mist,1,0.0001,"adj,noun"
mist symbolizing,1,0.0001,"noun,verb"
towards morpheus,1,0.0001,"noun,adj"
out an,1,0.0001,"other,other"
gift or,1,0.0001,"noun,other"
gods the,1,0.0001,"noun,other"
comfort however,1,0.0001,"noun,adv"
purple adds,1,0.0001,"noun,verb"
mystery fitting,1,0.0001,"noun,verb"
divine characters,1,0.0001,"adj,noun"
frames have,1,0.0001,"noun,verb"
black possibly,1,0.0001,"adj,adv"
possibly plastic,1,0.0001,"adv,noun"
or acetate,1,0.0001,"other,noun"
acetate while,1,0.0001,"noun,other"
color potentially,1,0.0001,"noun,adv"
potentially nickel,1,0.0001,"adv,adv"
nickel or,1,0.0001,"adv,other"
or chrome,1,0.0001,"other,verb"
